ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default"
3364,variable,,"Fila crop top with logo in purple",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Fashion,"creative, design, elementor, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/22.jpg, https://vedbo.co/wp-content/uploads/2022/06/22-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/21-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/20-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19.jpg, https://vedbo.co/wp-content/uploads/2022/06/18-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19-1.jpg",,,,,,,,,266,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#995100"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#999999"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Brown, Gray, Green, Orange, Red, Yellow",1,1,Black,Size,"Large, Medium, Small",1,1,Large
3281,variation,,"Mango frayed hem detail block crop top - Orange, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,17,,Color,Orange,,1,,Size,Medium,,1,
3282,variation,,"Mango frayed hem detail block crop top - Orange, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,18,,Color,Orange,,1,,Size,Small,,1,
3283,variation,,"Mango frayed hem detail block crop top - Red, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,19,,Color,Red,,1,,Size,Large,,1,
3284,variation,,"Mango frayed hem detail block crop top - Red, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,20,,Color,Red,,1,,Size,Medium,,1,
3285,variation,,"Mango frayed hem detail block crop top - Red, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,21,,Color,Red,,1,,Size,Small,,1,
3286,variation,,"Mango frayed hem detail block crop top - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,22,,Color,Yellow,,1,,Size,Large,,1,
3287,variation,,"Mango frayed hem detail block crop top - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,23,,Color,Yellow,,1,,Size,Medium,,1,
3288,variation,,"Mango frayed hem detail block crop top - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,24,,Color,Yellow,,1,,Size,Small,,1,
3265,variation,,"Mango frayed hem detail block crop top - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,1,,Color,Black,,1,,Size,Large,,1,
3266,variation,,"Mango frayed hem detail block crop top - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,2,,Color,Black,,1,,Size,Medium,,1,
3267,variation,,"Mango frayed hem detail block crop top - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,3,,Color,Black,,1,,Size,Small,,1,
3268,variation,,"Mango frayed hem detail block crop top - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,4,,Color,Blue,,1,,Size,Large,,1,
3269,variation,,"Mango frayed hem detail block crop top - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,
3270,variation,,"Mango frayed hem detail block crop top - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,6,,Color,Blue,,1,,Size,Small,,1,
3271,variation,,"Mango frayed hem detail block crop top - Brown, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,7,,Color,Brown,,1,,Size,Large,,1,
3272,variation,,"Mango frayed hem detail block crop top - Brown, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,8,,Color,Brown,,1,,Size,Medium,,1,
3273,variation,,"Mango frayed hem detail block crop top - Brown, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,9,,Color,Brown,,1,,Size,Small,,1,
3274,variation,,"Mango frayed hem detail block crop top - Gray, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,10,,Color,Gray,,1,,Size,Large,,1,
3275,variation,,"Mango frayed hem detail block crop top - Gray, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,11,,Color,Gray,,1,,Size,Medium,,1,
3276,variation,,"Mango frayed hem detail block crop top - Gray, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,12,,Color,Gray,,1,,Size,Small,,1,
3277,variation,,"Mango frayed hem detail block crop top - Green, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,13,,Color,Green,,1,,Size,Large,,1,
3278,variation,,"Mango frayed hem detail block crop top - Green, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,14,,Color,Green,,1,,Size,Medium,,1,
3279,variation,,"Mango frayed hem detail block crop top - Green, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,15,,Color,Green,,1,,Size,Small,,1,
3280,variation,,"Mango frayed hem detail block crop top - Orange, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,16,,Color,Orange,,1,,Size,Large,,1,
3308,variation,,"Maya all over embellished lehenga - Red, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,19,,Color,Red,,1,,Size,Large,,1,
3309,variation,,"Maya all over embellished lehenga - Red, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,20,,Color,Red,,1,,Size,Medium,,1,
3310,variation,,"Maya all over embellished lehenga - Red, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,21,,Color,Red,,1,,Size,Small,,1,
3311,variation,,"Maya all over embellished lehenga - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,22,,Color,Yellow,,1,,Size,Large,,1,
3312,variation,,"Maya all over embellished lehenga - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,23,,Color,Yellow,,1,,Size,Medium,,1,
3313,variation,,"Maya all over embellished lehenga - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,24,,Color,Yellow,,1,,Size,Small,,1,
3290,variation,,"Maya all over embellished lehenga - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,1,,Color,Black,,1,,Size,Large,,1,
3291,variation,,"Maya all over embellished lehenga - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,2,,Color,Black,,1,,Size,Medium,,1,
3292,variation,,"Maya all over embellished lehenga - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,3,,Color,Black,,1,,Size,Small,,1,
3293,variation,,"Maya all over embellished lehenga - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,4,,Color,Blue,,1,,Size,Large,,1,
3294,variation,,"Maya all over embellished lehenga - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,
3295,variation,,"Maya all over embellished lehenga - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,6,,Color,Blue,,1,,Size,Small,,1,
3296,variation,,"Maya all over embellished lehenga - Brown, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,7,,Color,Brown,,1,,Size,Large,,1,
3297,variation,,"Maya all over embellished lehenga - Brown, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,8,,Color,Brown,,1,,Size,Medium,,1,
3298,variation,,"Maya all over embellished lehenga - Brown, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,9,,Color,Brown,,1,,Size,Small,,1,
3299,variation,,"Maya all over embellished lehenga - Gray, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,10,,Color,Gray,,1,,Size,Large,,1,
3300,variation,,"Maya all over embellished lehenga - Gray, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,11,,Color,Gray,,1,,Size,Medium,,1,
3301,variation,,"Maya all over embellished lehenga - Gray, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,12,,Color,Gray,,1,,Size,Small,,1,
3302,variation,,"Maya all over embellished lehenga - Green, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,13,,Color,Green,,1,,Size,Large,,1,
3303,variation,,"Maya all over embellished lehenga - Green, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,14,,Color,Green,,1,,Size,Medium,,1,
3304,variation,,"Maya all over embellished lehenga - Green, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3289,,,,,,15,,Color,Green,,1,,Size,Small,,1,
3305,variation,,"Maya all over embellished lehenga - Orange, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,16,,Color,Orange,,1,,Size,Large,,1,
3306,variation,,"Maya all over embellished lehenga - Orange, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,17,,Color,Orange,,1,,Size,Medium,,1,
3307,variation,,"Maya all over embellished lehenga - Orange, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3289,,,,,,18,,Color,Orange,,1,,Size,Small,,1,
3328,variation,,"ASOS EDITION ruched linen crop top - Green, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,14,,Color,Green,,1,,Size,Medium,,1,
3329,variation,,"ASOS EDITION ruched linen crop top - Green, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,15,,Color,Green,,1,,Size,Small,,1,
3330,variation,,"ASOS EDITION ruched linen crop top - Orange, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,16,,Color,Orange,,1,,Size,Large,,1,
3331,variation,,"ASOS EDITION ruched linen crop top - Orange, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,17,,Color,Orange,,1,,Size,Medium,,1,
3332,variation,,"ASOS EDITION ruched linen crop top - Orange, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,18,,Color,Orange,,1,,Size,Small,,1,
3333,variation,,"ASOS EDITION ruched linen crop top - Red, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,19,,Color,Red,,1,,Size,Large,,1,
3334,variation,,"ASOS EDITION ruched linen crop top - Red, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,20,,Color,Red,,1,,Size,Medium,,1,
3335,variation,,"ASOS EDITION ruched linen crop top - Red, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,21,,Color,Red,,1,,Size,Small,,1,
3336,variation,,"ASOS EDITION ruched linen crop top - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,22,,Color,Yellow,,1,,Size,Large,,1,
3337,variation,,"ASOS EDITION ruched linen crop top - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,23,,Color,Yellow,,1,,Size,Medium,,1,
3338,variation,,"ASOS EDITION ruched linen crop top - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3314,,,,,,24,,Color,Yellow,,1,,Size,Small,,1,
3325,variation,,"ASOS EDITION ruched linen crop top - Gray, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,11,,Color,Gray,,1,,Size,Medium,,1,
3326,variation,,"ASOS EDITION ruched linen crop top - Gray, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,12,,Color,Gray,,1,,Size,Small,,1,
3327,variation,,"ASOS EDITION ruched linen crop top - Green, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,13,,Color,Green,,1,,Size,Large,,1,
3315,variation,,"ASOS EDITION ruched linen crop top - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,1,,Color,Black,,1,,Size,Large,,1,
3316,variation,,"ASOS EDITION ruched linen crop top - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,2,,Color,Black,,1,,Size,Medium,,1,
3317,variation,,"ASOS EDITION ruched linen crop top - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,3,,Color,Black,,1,,Size,Small,,1,
3318,variation,,"ASOS EDITION ruched linen crop top - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,4,,Color,Blue,,1,,Size,Large,,1,
3319,variation,,"ASOS EDITION ruched linen crop top - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,
3320,variation,,"ASOS EDITION ruched linen crop top - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,6,,Color,Blue,,1,,Size,Small,,1,
3321,variation,,"ASOS EDITION ruched linen crop top - Brown, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,7,,Color,Brown,,1,,Size,Large,,1,
3322,variation,,"ASOS EDITION ruched linen crop top - Brown, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,8,,Color,Brown,,1,,Size,Medium,,1,
3323,variation,,"ASOS EDITION ruched linen crop top - Brown, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,9,,Color,Brown,,1,,Size,Small,,1,
3324,variation,,"ASOS EDITION ruched linen crop top - Gray, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3314,,,,,,10,,Color,Gray,,1,,Size,Large,,1,
3363,variation,,"ASYOU long sleeve crochet crop top - Yellow, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,24,,Color,Yellow,,1,,Size,Small,,1,
3345,variation,,"ASYOU long sleeve crochet crop top - Blue, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,6,,Color,Blue,,1,,Size,Small,,1,
3346,variation,,"ASYOU long sleeve crochet crop top - Brown, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,7,,Color,Brown,,1,,Size,Large,,1,
3347,variation,,"ASYOU long sleeve crochet crop top - Brown, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,8,,Color,Brown,,1,,Size,Medium,,1,
3348,variation,,"ASYOU long sleeve crochet crop top - Brown, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,9,,Color,Brown,,1,,Size,Small,,1,
3349,variation,,"ASYOU long sleeve crochet crop top - Gray, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,10,,Color,Gray,,1,,Size,Large,,1,
3350,variation,,"ASYOU long sleeve crochet crop top - Gray, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,11,,Color,Gray,,1,,Size,Medium,,1,
3351,variation,,"ASYOU long sleeve crochet crop top - Gray, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,12,,Color,Gray,,1,,Size,Small,,1,
3352,variation,,"ASYOU long sleeve crochet crop top - Green, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,13,,Color,Green,,1,,Size,Large,,1,
3353,variation,,"ASYOU long sleeve crochet crop top - Green, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,14,,Color,Green,,1,,Size,Medium,,1,
3354,variation,,"ASYOU long sleeve crochet crop top - Green, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,15,,Color,Green,,1,,Size,Small,,1,
3355,variation,,"ASYOU long sleeve crochet crop top - Orange, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,16,,Color,Orange,,1,,Size,Large,,1,
3356,variation,,"ASYOU long sleeve crochet crop top - Orange, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,17,,Color,Orange,,1,,Size,Medium,,1,
3357,variation,,"ASYOU long sleeve crochet crop top - Orange, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,18,,Color,Orange,,1,,Size,Small,,1,
3358,variation,,"ASYOU long sleeve crochet crop top - Red, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,19,,Color,Red,,1,,Size,Large,,1,
3359,variation,,"ASYOU long sleeve crochet crop top - Red, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,20,,Color,Red,,1,,Size,Medium,,1,
3360,variation,,"ASYOU long sleeve crochet crop top - Red, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,21,,Color,Red,,1,,Size,Small,,1,
3361,variation,,"ASYOU long sleeve crochet crop top - Yellow, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,22,,Color,Yellow,,1,,Size,Large,,1,
3362,variation,,"ASYOU long sleeve crochet crop top - Yellow, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,,,,,,,,id:3339,,,,,,23,,Color,Yellow,,1,,Size,Medium,,1,
3340,variation,,"ASYOU long sleeve crochet crop top - Black, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,1,,Color,Black,,1,,Size,Large,,1,
3341,variation,,"ASYOU long sleeve crochet crop top - Black, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,2,,Color,Black,,1,,Size,Medium,,1,
3342,variation,,"ASYOU long sleeve crochet crop top - Black, Small",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,3,,Color,Black,,1,,Size,Small,,1,
3343,variation,,"ASYOU long sleeve crochet crop top - Blue, Large",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,4,,Color,Blue,,1,,Size,Large,,1,
3344,variation,,"ASYOU long sleeve crochet crop top - Blue, Medium",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,49.99,,,,,,,id:3339,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,
3378,variation,,"Fila crop top with logo in purple - Green, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,14,,Color,Green,,1,,Size,Medium,,1,
3379,variation,,"Fila crop top with logo in purple - Green, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,15,,Color,Green,,1,,Size,Small,,1,
3380,variation,,"Fila crop top with logo in purple - Orange, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,16,,Color,Orange,,1,,Size,Large,,1,
3381,variation,,"Fila crop top with logo in purple - Orange, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,17,,Color,Orange,,1,,Size,Medium,,1,
3382,variation,,"Fila crop top with logo in purple - Orange, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,18,,Color,Orange,,1,,Size,Small,,1,
3383,variation,,"Fila crop top with logo in purple - Red, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,19,,Color,Red,,1,,Size,Large,,1,
3384,variation,,"Fila crop top with logo in purple - Red, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,20,,Color,Red,,1,,Size,Medium,,1,
3385,variation,,"Fila crop top with logo in purple - Red, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,21,,Color,Red,,1,,Size,Small,,1,
3386,variation,,"Fila crop top with logo in purple - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,22,,Color,Yellow,,1,,Size,Large,,1,
3387,variation,,"Fila crop top with logo in purple - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,23,,Color,Yellow,,1,,Size,Medium,,1,
3388,variation,,"Fila crop top with logo in purple - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3364,,,,,,24,,Color,Yellow,,1,,Size,Small,,1,
3365,variation,,"Fila crop top with logo in purple - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,1,,Color,Black,,1,,Size,Large,,1,
3366,variation,,"Fila crop top with logo in purple - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,2,,Color,Black,,1,,Size,Medium,,1,
3367,variation,,"Fila crop top with logo in purple - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,3,,Color,Black,,1,,Size,Small,,1,
3368,variation,,"Fila crop top with logo in purple - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,4,,Color,Blue,,1,,Size,Large,,1,
3369,variation,,"Fila crop top with logo in purple - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,
3370,variation,,"Fila crop top with logo in purple - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,6,,Color,Blue,,1,,Size,Small,,1,
3371,variation,,"Fila crop top with logo in purple - Brown, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,7,,Color,Brown,,1,,Size,Large,,1,
3372,variation,,"Fila crop top with logo in purple - Brown, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,8,,Color,Brown,,1,,Size,Medium,,1,
3373,variation,,"Fila crop top with logo in purple - Brown, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,9,,Color,Brown,,1,,Size,Small,,1,
3374,variation,,"Fila crop top with logo in purple - Gray, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,10,,Color,Gray,,1,,Size,Large,,1,
3375,variation,,"Fila crop top with logo in purple - Gray, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,11,,Color,Gray,,1,,Size,Medium,,1,
3376,variation,,"Fila crop top with logo in purple - Gray, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,12,,Color,Gray,,1,,Size,Small,,1,
3377,variation,,"Fila crop top with logo in purple - Green, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3364,,,,,,13,,Color,Green,,1,,Size,Large,,1,
